Name	N duplicates	Raw 0	Raw 1	Raw 2	Raw 3	Raw 4	Raw 5	Raw 6	Raw 7	Raw 8	Raw 9	Raw 10	Raw 11	Raw 12	Raw 13	Raw 14	Raw 15	Raw 16	Raw 17	Raw 18	Raw 19	Raw 20	Raw 21	Raw 22	Raw 23	Raw 24	Raw 25	Raw 26	Raw 27	Raw 28	Raw 29	Raw 30	Raw 31	Raw 32	Raw 33	Raw 34	Raw 35	Ratio 0	Ratio 1	Ratio 2	Ratio 3	Ratio 4	Ratio 5	Ratio 6	Ratio 7	Ratio 8	Ratio 9	Ratio 10	Ratio 11	Ratio 12	Ratio 13	Ratio 14	Ratio 15	Ratio 16	Ratio 17	Ratio 18	Ratio 19	Ratio 20	Ratio 21	Ratio 22	Ratio 23	Ratio 24	Ratio 25	Ratio 26	Ratio 27	Ratio 28	Ratio 29	Ratio 30	Ratio 31	Ratio 32	Ratio 33	Ratio 34	Ratio 35	Control Ratio Std	Signal Quality	pEC50	Curve Slope	Curve Front	Curve Back	Curve Fold Change	Curve AUC	Curve RMSE	Curve R2	pEC50 Error	Curve Slope Error	Curve Front Error	Curve Back Error	Null Model	Null RMSE	Curve F_Value	Curve P_Value	Curve Log P_Value	Curve F_Value SAM Corrected	Curve Relevance Score	Curve Regulation
KHOS-240S Pazopanib	1	1.0	1.0	1.0	0.9997	1.0233	1.0719	1.0106	1.0194	1.1011	1.0077	1.0364	1.1014	1.0024	1.0428	1.0806	0.9954	1.0329	1.0506	0.9844	0.9918	1.0719	0.9954	0.9203	1.0092	0.9759	0.9375	1.009	0.9292	0.9143	0.9537	0.8544	0.8617	0.9229	0.6285	0.6123	0.6218	1.0	1.0	1.0	0.9997	1.0233	1.0719	1.0106	1.0194	1.1011	1.0077	1.0364	1.1014	1.0024	1.0428	1.0806	0.9954	1.0329	1.0506	0.9844	0.9918	1.0719	0.9954	0.9203	1.0092	0.9759	0.9375	1.009	0.9292	0.9143	0.9537	0.8544	0.8617	0.9229	0.6285	0.6123	0.6218	0.0	0.0	4.7582261988084324	0.8958163733167354	1.0266178658753482	0.0001	-0.6466694125657678	0.9771046327855865	0.0382198699206016	0.9015065874789642	1.193255847382473	0.40552572114016894	0.010023273330958732	1.45436016417489	0.9649958874458876	0.1217882341053229	77.80802589764835	1.734694076294208e-14	13.760777104557278	8.018745499816058	3.862130751842817	down
KHOS-240S Peficitinib	1	1.0	1.0	1.0	1.0308	1.014	0.9889	1.0363	1.0571	1.0432	1.0528	1.046	1.0181	1.0829	1.0355	1.044	1.0847	1.0257	1.0591	1.0627	1.0519	1.0812	1.0307	1.0555	1.0673	1.0571	1.0228	1.0302	1.0589	1.0066	1.0152	0.72	0.9019	0.8885	0.4826	0.5009	0.5112	1.0	1.0	1.0	1.0308	1.014	0.9889	1.0363	1.0571	1.0432	1.0528	1.046	1.0181	1.0829	1.0355	1.044	1.0847	1.0257	1.0591	1.0627	1.0519	1.0812	1.0307	1.0555	1.0673	1.0571	1.0228	1.0302	1.0589	1.0066	1.0152	0.72	0.9019	0.8885	0.4826	0.5009	0.5112	0.0	0.0	5.307315044280963	2.0684953507935324	1.045481601860928	0.37263495023266596	-1.0027045773665937	0.9959636117849212	0.03307947730476147	0.9586703237213009	0.14299429069016867	0.7761754465052624	0.007265406104815212	0.15829169594784664	0.9778610389610389	0.16273331782032385	197.20962216973527	2.363596239938742e-19	18.626426709577103	19.605627675244726	7.207562006956097	down
KHOS-240S Pemigatinib	1	1.0	1.0	1.0	1.0163	1.0432	1.0446	1.0177	1.0854	0.998	1.0023	1.0258	0.9681	1.0076	1.0351	0.9603	0.9547	0.9541	0.9209	0.9203	0.9356	0.8946	0.8912	0.8728	0.8884	0.8784	0.8329	0.8735	0.8482	0.8088	0.8669	0.8106	0.7638	0.7926	0.7168	0.6652	0.6792	1.0	1.0	1.0	1.0163	1.0432	1.0446	1.0177	1.0854	0.998	1.0023	1.0258	0.9681	1.0076	1.0351	0.9603	0.9547	0.9541	0.9209	0.9203	0.9356	0.8946	0.8912	0.8728	0.8884	0.8784	0.8329	0.8735	0.8482	0.8088	0.8669	0.8106	0.7638	0.7926	0.7168	0.6652	0.6792	0.0	0.0	3.7329205438595494	0.23478519626285965	1.064970694257482	0.0001	-0.49800934489796417	0.9118995271235089	0.02998888544866779	0.9206528226257091	3.797182145173507	0.09848104845237401	0.029020590741711195	1.3240849304677103	0.91010670995671	0.10646571420269259	98.63165615448476	1.0435579405747993e-15	14.981483432968108	5.8901363968593925	2.955148760200511	down
KHOS-240S Perifosine	1	1.0	1.0	1.0	1.057	1.1011	1.1128	1.0846	1.0538	1.1542	1.0938	1.068	1.1627	1.0806	1.0859	1.1401	1.0743	1.0576	1.1665	1.0481	1.0943	1.1283	1.0631	1.0986	1.1139	1.0707	1.0497	1.1074	1.0886	1.0296	1.1518	1.0551	0.9997	1.0573	0.7943	0.7963	0.864	1.0	1.0	1.0	1.057	1.1011	1.1128	1.0846	1.0538	1.1542	1.0938	1.068	1.1627	1.0806	1.0859	1.1401	1.0743	1.0576	1.1665	1.0481	1.0943	1.1283	1.0631	1.0986	1.1139	1.0707	1.0497	1.1074	1.0886	1.0296	1.1518	1.0551	0.9997	1.0573	0.7943	0.7963	0.864	0.0	0.0	5.210992634186251	2.6600776427178863	1.0928233452695597	0.7425412140947372	-0.289806328902866	1.0744182754805578	0.038575378866647386	0.8004518724070345	1.0904804613747558	6.693660374457593	0.008332027391341758	0.7504626677204431	1.0643456709956711	0.086390072533324	34.13106700584974	2.0034562917605993e-10	9.698220127877773	2.005174115627125	0.8774890934584243	not
KHOS-240S Pexidartinib	1	1.0	1.0	1.0	1.0394	1.0555	1.1882	1.0679	1.024	1.1285	1.0367	1.0672	1.1169	1.0281	1.0919	1.1347	1.0548	1.045	1.1381	1.05	1.0241	1.1788	1.0609	1.0454	1.1811	1.0272	1.0319	1.1085	0.9126	1.014	1.0643	0.9402	1.0086	1.065	0.8749	0.8935	0.9718	1.0	1.0	1.0	1.0394	1.0555	1.1882	1.0679	1.024	1.1285	1.0367	1.0672	1.1169	1.0281	1.0919	1.1347	1.0548	1.045	1.1381	1.05	1.0241	1.1788	1.0609	1.0454	1.1811	1.0272	1.0319	1.1085	0.9126	1.014	1.0643	0.9402	1.0086	1.065	0.8749	0.8935	0.9718	0.0	0.0	4.97951544586279	0.7294703569942508	1.082903623089974	0.749363721176265	-0.12185940907385076	1.0547686457650995	0.05466412544420564	0.4524208472352671	2.988845558795558	0.9307457083783763	0.01622130444019502	0.8770520219975002	1.0505465367965365	0.07388583522885932	7.028749748816018	0.0003485798134324454	3.4576977668781845	0.36749288822735465	0.02818163319553494	not
KHOS-240S Ponatinib	1	1.0	1.0	1.0	0.9864	1.051	1.0665	1.0017	1.0836	1.0824	0.9819	1.0496	1.17	0.9824	1.0806	1.1312	0.9331	1.042	1.0943	0.9251	0.9056	0.9822	0.6623	0.7564	0.7638	0.4906	0.5659	0.6164	0.2577	0.2843	0.2758	0.017	0.0162	0.0218	0.0074	0.0067	0.0075	1.0	1.0	1.0	0.9864	1.051	1.0665	1.0017	1.0836	1.0824	0.9819	1.0496	1.17	0.9824	1.0806	1.1312	0.9331	1.042	1.0943	0.9251	0.9056	0.9822	0.6623	0.7564	0.7638	0.4906	0.5659	0.6164	0.2577	0.2843	0.2758	0.017	0.0162	0.0218	0.0074	0.0067	0.0075	0.0	0.0	6.46334584605691	1.0156813493671146	1.0541465107272443	0.0001	-4.903428885108401	0.7277611978803029	0.057827730181684266	0.9796929049122772	0.062312676988633964	0.12599244718008196	0.017335034427507907	0.04311435613031535	0.7122642857142856	0.40580742837282935	410.08785065456516	2.786491479893136e-23	22.5549422805249	152.40580081732446	17.259639763664552	down
KHOS-240S Quizartinib	1	1.0	1.0	1.0	1.0608	1.0261	1.0998	1.0543	1.0367	1.0553	1.0677	1.025	1.0696	1.0529	1.034	1.0735	1.054	1.032	1.083	1.052	1.048	1.0459	1.0116	1.0159	1.063	1.0364	0.9869	0.992	1.0293	0.9962	0.9575	0.8402	0.8055	0.7412	0.7169	0.7198	0.7291	1.0	1.0	1.0	1.0608	1.0261	1.0998	1.0543	1.0367	1.0553	1.0677	1.025	1.0696	1.0529	1.034	1.0735	1.054	1.032	1.083	1.052	1.048	1.0459	1.0116	1.0159	1.063	1.0364	0.9869	0.992	1.0293	0.9962	0.9575	0.8402	0.8055	0.7412	0.7169	0.7198	0.7291	0.0	0.0	5.670011086646696	2.1802163582602923	1.0458304712295765	0.7095727438904327	-0.47228496353913063	0.9981162149794532	0.027406684407492533	0.9399950433631922	0.05729451520651552	0.44056081015079757	0.006030229628568763	0.023234450204283618	0.9896469696969699	0.11188768096128353	133.1675792995149	2.826660695219768e-17	16.54872631992846	5.8074323613723156	2.916940377224939	down
KHOS-240S Radotinib	1	1.0	1.0	1.0	1.0569	1.0825	1.0582	1.0839	1.0549	1.0781	1.0484	1.0685	1.1029	1.0541	1.0493	1.0949	1.0538	1.0165	1.0892	1.0616	1.0378	1.0707	1.0342	1.0643	1.0967	1.0141	1.0738	1.0771	1.0294	1.0402	1.0603	0.9954	1.0852	1.0614	1.0254	1.0416	1.0033	1.0	1.0	1.0	1.0569	1.0825	1.0582	1.0839	1.0549	1.0781	1.0484	1.0685	1.1029	1.0541	1.0493	1.0949	1.0538	1.0165	1.0892	1.0616	1.0378	1.0707	1.0342	1.0643	1.0967	1.0141	1.0738	1.0771	1.0294	1.0402	1.0603	0.9954	1.0852	1.0614	1.0254	1.0416	1.0033	0.0	0.0	3.0	0.4548817176177886	1.06510452548077	0.7058297929378295	0.0366469647534329	1.0568156931202688	0.025629232244321648	0.15586207176864708	50.77096766433067	1.4936824175471197	0.011267290673758432	14.995784693031778	1.05592316017316	0.02791613794808986	1.5845936664885674	0.23635998765498462	0.6264260413754487	0.03959649641080766	-0.0	not
KHOS-240S Rapamycin	1	1.0	1.0	1.0	0.9887	0.9922	0.9994	0.9938	0.9555	0.9761	0.9579	0.912	0.9551	0.8854	0.8552	0.834	0.8206	0.8016	0.8052	0.7447	0.7867	0.7935	0.7352	0.7764	0.7866	0.722	0.7609	0.7562	0.7492	0.7244	0.7284	0.7213	0.7103	0.7234	0.7081	0.6742	0.6823	1.0	1.0	1.0	0.9887	0.9922	0.9994	0.9938	0.9555	0.9761	0.9579	0.912	0.9551	0.8854	0.8552	0.834	0.8206	0.8016	0.8052	0.7447	0.7867	0.7935	0.7352	0.7764	0.7866	0.722	0.7609	0.7562	0.7492	0.7244	0.7284	0.7213	0.7103	0.7234	0.7081	0.6742	0.6823	0.0	0.0	8.329391967683392	0.6337405189775763	1.030318185936483	0.7141777153729455	-0.4807338638941259	0.8145242335031716	0.021371615388733584	0.9600100725782368	0.11900434253598423	0.09159542379417829	0.018463971065312227	0.008982965665845425	0.8207491341991342	0.10692141386156125	204.2519806490013	1.5370733722205196e-19	18.813305400951823	6.490936196606086	3.225629213539096	down
KHOS-240S Regorafenib	1	1.0	1.0	1.0	0.9996	1.0332	1.1066	1.0253	1.1131	1.1181	1.0123	1.087	1.1093	1.0134	1.102	1.1086	1.0341	1.1144	1.148	1.041	1.1364	1.1084	1.0503	1.1309	1.0933	1.0309	1.0573	1.0369	0.8675	0.9648	1.0465	0.7682	0.8098	0.8586	0.5094	0.5077	0.509	1.0	1.0	1.0	0.9996	1.0332	1.1066	1.0253	1.1131	1.1181	1.0123	1.087	1.1093	1.0134	1.102	1.1086	1.0341	1.1144	1.148	1.041	1.1364	1.1084	1.0503	1.1309	1.0933	1.0309	1.0573	1.0369	0.8675	0.9648	1.0465	0.7682	0.8098	0.8586	0.5094	0.5077	0.509	0.0	0.0	5.044321985307237	1.0584878880982258	1.0795699166742008	0.0001	-0.9694207539819893	1.010053804863234	0.04626767993334301	0.9297096874424526	0.5376869231395816	0.37309782523564977	0.011469729367579923	0.7048924372704674	0.9923400432900435	0.17453292930407432	112.45344323715987	2.170508650819901e-16	15.663438478889617	15.47017161252104	6.228897728932012	down
KHOS-240S Ribociclib	1	1.0	1.0	1.0	1.0352	1.031	1.1706	1.0723	1.0486	1.08	1.0288	1.0842	1.1134	1.0701	1.0891	1.1279	1.0515	1.0072	1.1188	1.0564	1.0482	1.1295	1.028	1.0313	1.0527	1.0586	1.0002	1.101	0.989	1.0012	1.0152	0.9014	0.8781	0.894	0.7745	0.7445	0.833	1.0	1.0	1.0	1.0352	1.031	1.1706	1.0723	1.0486	1.08	1.0288	1.0842	1.1134	1.0701	1.0891	1.1279	1.0515	1.0072	1.1188	1.0564	1.0482	1.1295	1.028	1.0313	1.0527	1.0586	1.0002	1.101	0.989	1.0012	1.0152	0.9014	0.8781	0.894	0.7745	0.7445	0.833	0.0	0.0	5.400887922072273	1.1176561875260558	1.0715714175128028	0.680270786328479	-0.35275360393786903	1.0289643801618698	0.03807251004542775	0.8458520420761524	0.3721663424944639	0.4875908738194438	0.009419399311221316	0.155572772656802	1.02105670995671	0.09698250906742582	46.65472674022474	6.321908596179927e-12	11.199151787595087	2.9125282955058194	1.4129672276466623	down
KHOS-240S Ridaforolimus	1	1.0	1.0	1.0	1.0214	1.0222	1.0426	1.0009	1.0533	1.0388	0.9919	0.9571	1.0108	0.9357	0.9154	0.9446	0.9226	0.892	0.9431	0.9033	0.8735	0.9174	0.8902	0.8624	0.8819	0.8417	0.8423	0.8702	0.8188	0.797	0.8608	0.7906	0.7574	0.7834	0.7534	0.7485	0.7216	1.0	1.0	1.0	1.0214	1.0222	1.0426	1.0009	1.0533	1.0388	0.9919	0.9571	1.0108	0.9357	0.9154	0.9446	0.9226	0.892	0.9431	0.9033	0.8735	0.9174	0.8902	0.8624	0.8819	0.8417	0.8423	0.8702	0.8188	0.797	0.8608	0.7906	0.7574	0.7834	0.7534	0.7485	0.7216	0.0	0.0	6.695507085302369	0.2896761467696881	1.0643230669218546	0.6527367256658025	-0.4089698029157529	0.8974840621234776	0.025691098210768395	0.9237332215588381	0.636946264844275	0.08019463840590356	0.02534000375441066	0.08586795207643909	0.8986699134199138	0.09304085750326337	102.98103595099909	6.23192882386297e-16	15.205377515473502	4.382647137346594	2.2186256603842827	down
KHOS-240S Rigosertib	1	1.0	1.0	1.0	1.0702	1.0618	1.0491	1.0544	1.0803	1.0729	1.0536	1.0509	1.0477	1.0165	1.0895	1.0414	1.0203	0.9988	1.0575	1.0204	0.9261	0.995	0.3895	0.3833	0.3812	0.2354	0.2229	0.2262	0.1654	0.1609	0.1775	0.1417	0.1472	0.1601	0.1396	0.1175	0.1477	1.0	1.0	1.0	1.0702	1.0618	1.0491	1.0544	1.0803	1.0729	1.0536	1.0509	1.0477	1.0165	1.0895	1.0414	1.0203	0.9988	1.0575	1.0204	0.9261	0.995	0.3895	0.3833	0.3812	0.2354	0.2229	0.2262	0.1654	0.1609	0.1775	0.1417	0.1472	0.1601	0.1396	0.1175	0.1477	0.0	0.0	7.068105283999263	2.8820319990873386	1.0525687730837634	0.16752754580206874	-2.5775214135994484	0.6688096828759514	0.029317781689950067	0.9950012603642892	0.016727456657830406	0.22682616496254732	0.00794379633834239	0.009319212386153238	0.6689374458874461	0.4146945574218312	1692.1438921861688	5.550697217225556e-31	30.25565246217896	140.16426904451114	16.81808216979828	down
KHOS-240S Roblitinib	1	1.0	1.0	1.0	1.022	1.0351	1.0774	1.0042	1.0644	1.0517	1.0225	1.0273	1.0294	1.0176	1.051	1.0573	1.0013	1.034	1.0361	1.0335	1.0187	1.0374	1.0359	1.027	1.0422	1.0574	1.0044	1.0149	1.0149	0.9824	1.0062	1.0016	0.9422	0.9438	0.9501	0.9214	1.0283	1.0	1.0	1.0	1.022	1.0351	1.0774	1.0042	1.0644	1.0517	1.0225	1.0273	1.0294	1.0176	1.051	1.0573	1.0013	1.034	1.0361	1.0335	1.0187	1.0374	1.0359	1.027	1.0422	1.0574	1.0044	1.0149	1.0149	0.9824	1.0062	1.0016	0.9422	0.9438	0.9501	0.9214	1.0283	0.0	0.0	5.945240365330868	2.3495279287831092	1.0334468246556734	0.9625525905229524	-0.05442770012099682	1.0193803730676614	0.02348675317790201	0.5502138324631036	0.17749998804779432	2.5397680643654734	0.00535893816017255	0.014441669943705127	1.0179136363636363	0.03502325925187731	10.401056308390322	1.8527457703468524e-05	4.732184169515585	0.10021583153866587	-0.0	not
KHOS-240S Rociletinib	1	1.0	1.0	1.0	1.0148	1.0841	1.1312	1.0194	1.0686	1.0808	1.0702	1.0329	1.0934	1.0287	1.0821	1.1003	1.0277	1.0508	1.1434	1.0001	1.0419	1.0592	1.04	1.0541	1.1436	1.0047	0.9919	1.0694	0.966	0.8773	0.942	0.7555	0.7857	0.7821	0.473	0.484	0.5146	1.0	1.0	1.0	1.0148	1.0841	1.1312	1.0194	1.0686	1.0808	1.0702	1.0329	1.0934	1.0287	1.0821	1.1003	1.0277	1.0508	1.1434	1.0001	1.0419	1.0592	1.04	1.0541	1.1436	1.0047	0.9919	1.0694	0.966	0.8773	0.942	0.7555	0.7857	0.7821	0.473	0.484	0.5146	0.0	0.0	5.067160493072605	0.9856452756874508	1.0661080817635207	0.0001	-1.0216242465395469	0.9900584498275377	0.0380504449688076	0.9531816033327793	0.4281933007086539	0.26666923627648265	0.009685018126141738	0.5133904231044113	0.9729162337662338	0.17586428529145784	173.0744548141576	1.1675132910943324e-18	17.932738166679563	19.273206551646645	7.134995290235439	down
KHOS-240S Rogaratinib	1	1.0	1.0	1.0	1.0296	1.0433	1.0595	1.0398	1.0618	1.0944	1.0293	1.0703	1.1203	1.0384	1.0396	1.1451	1.0206	1.033	1.0428	1.0157	0.9351	1.0343	0.9141	0.871	0.9162	0.804	0.8183	0.8416	0.7375	0.7831	0.8272	0.6228	0.6768	0.7146	0.4915	0.4886	0.5524	1.0	1.0	1.0	1.0296	1.0433	1.0595	1.0398	1.0618	1.0944	1.0293	1.0703	1.1203	1.0384	1.0396	1.1451	1.0206	1.033	1.0428	1.0157	0.9351	1.0343	0.9141	0.871	0.9162	0.804	0.8183	0.8416	0.7375	0.7831	0.8272	0.6228	0.6768	0.7146	0.4915	0.4886	0.5524	0.0	0.0	5.236794252775625	0.44521709584132685	1.0814216846060687	0.09171011003800271	-0.924683505220571	0.9169949739500042	0.04080073992356162	0.9492658674910456	0.8312780162529193	0.12654631744654546	0.021201636203227632	0.4324725045568542	0.9093322510822514	0.18114153611214456	159.04016550185224	3.274564775366212e-18	17.48484641421186	16.393939799638716	6.4630241168888345	down
KHOS-240S Ruboxistaurin	1	1.0	1.0	1.0	1.0353	1.0489	1.0342	1.0331	1.0294	1.077	1.0453	1.0396	1.0112	1.0161	1.0744	1.0398	1.0114	1.0411	1.0112	1.0447	1.0294	0.9916	1.0081	1.0509	1.026	1.0111	1.0257	1.0061	1.0221	1.0104	1.0996	1.0106	1.0324	1.0609	0.6747	0.7147	0.7563	1.0	1.0	1.0	1.0353	1.0489	1.0342	1.0331	1.0294	1.077	1.0453	1.0396	1.0112	1.0161	1.0744	1.0398	1.0114	1.0411	1.0112	1.0447	1.0294	0.9916	1.0081	1.0509	1.026	1.0111	1.0257	1.0061	1.0221	1.0104	1.0996	1.0106	1.0324	1.0609	0.6747	0.7147	0.7563	0.0	0.0	5.237342545127296	10.0	1.0321622112122908	0.7138774388006671	-0.4835433703020929	1.0163114747799313	0.0247191418550095	0.9294313981879296	16428.075697258468	679270.3076509435	0.005263128657784836	1005.3645900318738	1.0053292207792206	0.09306798975128015	111.99050173130037	2.28075803358427e-16	15.641920786732644	5.801985673830182	2.9144155579123345	down
KHOS-240S Ruxolitinib	1	1.0	1.0	1.0	0.977	0.985	0.99	0.9899	0.97	0.9918	1.0053	0.9215	0.983	0.9526	0.9699	1.0018	0.9384	0.9227	0.9899	0.9811	0.9328	0.9828	0.9757	0.9023	0.9519	0.8703	0.9399	0.9257	0.891	0.852	0.8968	0.8105	0.7373	0.7724	0.5742	0.6001	0.5751	1.0	1.0	1.0	0.977	0.985	0.99	0.9899	0.97	0.9918	1.0053	0.9215	0.983	0.9526	0.9699	1.0018	0.9384	0.9227	0.9899	0.9811	0.9328	0.9828	0.9757	0.9023	0.9519	0.8703	0.9399	0.9257	0.891	0.852	0.8968	0.8105	0.7373	0.7724	0.5742	0.6001	0.5751	0.0	0.0	4.760603502752128	0.7822529573638208	0.9722709791521867	0.0001	-0.7627011449435928	0.9156343687355396	0.02633420059757179	0.9508068613648205	0.8309154518754177	0.22871987516375786	0.007398719863345084	0.8276043604353596	0.9046502164502165	0.11873204927805395	164.28839643263194	2.204658998944391e-18	17.65665857459946	12.636253107896135	5.442035125578518	down
KHOS-240S Saracatinib	1	1.0	1.0	1.0	1.0804	1.0771	1.0514	1.0329	1.0978	1.1072	1.0777	1.0501	1.0807	1.0282	1.0852	1.1103	1.0444	1.0624	1.0956	1.0543	1.0906	1.094	1.0545	1.0412	1.0439	0.8843	0.9227	0.9965	0.7887	0.7765	0.8411	0.5806	0.6053	0.6575	0.4508	0.4454	0.4558	1.0	1.0	1.0	1.0804	1.0771	1.0514	1.0329	1.0978	1.1072	1.0777	1.0501	1.0807	1.0282	1.0852	1.1103	1.0444	1.0624	1.0956	1.0543	1.0906	1.094	1.0545	1.0412	1.0439	0.8843	0.9227	0.9965	0.7887	0.7765	0.8411	0.5806	0.6053	0.6575	0.4508	0.4454	0.4558	0.0	0.0	5.709271982821536	0.9702552243166155	1.0762685666133982	0.32817969523060675	-1.1345870602726609	0.9519356494914885	0.03059736470600452	0.9783990076189052	0.1068463460661083	0.1333235092989503	0.00824051000156011	0.06908703670313357	0.9384209956709956	0.2081874442191579	385.0137816397418	6.103626029923301e-23	22.214412083525676	28.406667701038288	8.84623134905648	down
KHOS-240S Selinexor	1	1.0	1.0	1.0	1.0564	1.0825	1.1051	1.0751	1.1114	1.1315	1.0897	1.0251	1.1403	1.0804	1.0966	1.0734	1.0827	1.0321	1.1094	0.8995	0.8169	0.8181	0.5119	0.4997	0.5204	0.2164	0.2605	0.2699	0.1837	0.2018	0.1795	0.0667	0.0595	0.0665	0.0516	0.0656	0.0745	1.0	1.0	1.0	1.0564	1.0825	1.1051	1.0751	1.1114	1.1315	1.0897	1.0251	1.1403	1.0804	1.0966	1.0734	1.0827	1.0321	1.1094	0.8995	0.8169	0.8181	0.5119	0.4997	0.5204	0.2164	0.2605	0.2699	0.1837	0.2018	0.1795	0.0667	0.0595	0.0665	0.0516	0.0656	0.0745	0.0	0.0	6.99491090510786	1.2656902040233904	1.0998807555924617	0.0835407385356564	-3.530050800294656	0.6745912149305627	0.040010654005823	0.9913933613136414	0.031076401722644854	0.10156566487535859	0.012422659582392536	0.017223888874508785	0.6738655844155842	0.43130004843531744	979.2036050148561	5.304690955482698e-28	27.275339912467274	173.67493455329148	17.951107800335453	down
KHOS-240S Selonsertib	1	1.0	1.0	1.0	1.0515	1.0253	1.0839	1.0773	1.0305	1.091	1.0291	1.0441	1.0515	1.0335	1.0545	1.099	1.0609	1.0356	1.1015	1.0214	1.0451	1.1198	1.0555	1.051	1.1063	1.0606	1.0413	1.0797	1.0259	0.9946	1.0622	0.9942	0.9155	1.0398	0.7084	0.7477	0.7522	1.0	1.0	1.0	1.0515	1.0253	1.0839	1.0773	1.0305	1.091	1.0291	1.0441	1.0515	1.0335	1.0545	1.099	1.0609	1.0356	1.1015	1.0214	1.0451	1.1198	1.0555	1.051	1.1063	1.0606	1.0413	1.0797	1.0259	0.9946	1.0622	0.9942	0.9155	1.0398	0.7084	0.7477	0.7522	0.0	0.0	4.755407028061499	1.46008897514571	1.05890251416377	0.0001	-0.4428505416853052	1.03485200931813	0.03158952942739863	0.892320149395375	1.9505038157665098	1.2484508028469443	0.007222877434797491	4.324066915251784	1.0222870129870127	0.0962870501181637	70.47113432278758	5.540939719534244e-14	13.256416574549725	4.541438549089747	2.3003722085984863	down
KHOS-240S Selumetinib	1	1.0	1.0	1.0	1.0195	1.0113	1.0596	1.0085	1.0219	1.0738	1.0317	1.0066	1.0006	1.0035	1.0263	0.9673	1.001	0.9868	0.8902	0.9763	0.9634	0.9063	0.8781	0.9056	0.9471	0.8768	0.8761	0.8826	0.8678	0.8462	0.8786	0.7625	0.8122	0.7724	0.7538	0.695	0.7206	1.0	1.0	1.0	1.0195	1.0113	1.0596	1.0085	1.0219	1.0738	1.0317	1.0066	1.0006	1.0035	1.0263	0.9673	1.001	0.9868	0.8902	0.9763	0.9634	0.9063	0.8781	0.9056	0.9471	0.8768	0.8761	0.8826	0.8678	0.8462	0.8786	0.7625	0.8122	0.7724	0.7538	0.695	0.7206	0.0	0.0	3.985787065748106	0.2693717176861414	1.0530076965019424	0.11503750110088712	-0.4602611275710429	0.926186158582554	0.02923725019012289	0.9153800435294714	3.4581983472473508	0.12123221056892844	0.02600020321025304	1.2053997820950313	0.9237233766233768	0.10051024050128518	91.95383048208416	2.405204808608147e-15	14.618847936561988	5.138040464802104	2.5985400488086885	down
KHOS-240S Semaxanib	1	1.0	1.0	1.0	1.0228	0.9889	1.023	0.9999	0.9777	1.0405	1.0271	0.9829	1.0237	1.027	0.9778	1.0436	1.0019	0.9816	0.9875	0.9806	0.9541	0.9644	0.9313	0.9752	0.9472	0.9316	0.9698	0.9743	0.8264	0.8334	0.8727	0.8338	0.816	0.7876	0.8172	0.7756	0.8156	1.0	1.0	1.0	1.0228	0.9889	1.023	0.9999	0.9777	1.0405	1.0271	0.9829	1.0237	1.027	0.9778	1.0436	1.0019	0.9816	0.9875	0.9806	0.9541	0.9644	0.9313	0.9752	0.9472	0.9316	0.9698	0.9743	0.8264	0.8334	0.8727	0.8338	0.816	0.7876	0.8172	0.7756	0.8156	0.0	0.0	6.162226995094154	0.8621603278413396	1.0064599709395003	0.7720571390873221	-0.3341046697413968	0.9470117117093473	0.025107648265398456	0.9027285805628908	0.19632608324915804	0.24698358936171105	0.0077193851366978	0.03224124704189923	0.9440145021645023	0.08050466058454957	78.88741655311631	1.4750019657941767e-14	13.831207400883788	3.007019967271978	1.4673291879735677	down
KHOS-240S Sorafenib	1	1.0	1.0	1.0	1.0186	1.0555	1.0566	1.0398	1.0845	1.0775	1.0421	1.0855	1.1285	1.0703	1.1117	1.0587	1.0115	1.0668	1.1036	1.0533	1.0724	1.1147	1.0618	1.1014	1.0838	1.0804	1.0904	1.1471	1.0371	1.0095	1.1	0.7222	0.7615	0.7002	0.2834	0.3051	0.338	1.0	1.0	1.0	1.0186	1.0555	1.0566	1.0398	1.0845	1.0775	1.0421	1.0855	1.1285	1.0703	1.1117	1.0587	1.0115	1.0668	1.1036	1.0533	1.0724	1.1147	1.0618	1.1014	1.0838	1.0804	1.0904	1.1471	1.0371	1.0095	1.1	0.7222	0.7615	0.7002	0.2834	0.3051	0.338	0.0	0.0	5.406026535034755	2.3427720895234048	1.0756749741806537	0.22728734892755195	-1.67734431721731	0.9999555714865614	0.03395223233749085	0.9783051195069801	0.04975351799025161	0.5510680681037633	0.007389984624134454	0.07137925621442835	0.9761294372294373	0.2305347355008748	383.3817151720567	6.434356345687873e-23	22.191494890794882	48.55376596477262	11.39471249691344	down
