Name	Raw 0	Raw 1	Raw 2	Raw 3	Raw 4	Raw 5	Raw 6	Raw 7	Raw 8	Raw 9	Raw 10	Raw 11
HT1080 Fruquintinib 1	1	1.1079	1.051	1.0646	1.0021	1.0566	1.0508	1.0497	1.0157	1.0429	1.0325	1.0313
HT1080 Fruquintinib 2	1	1.0883	1.0936	1.0635	1.0689	1.0228	1.0611	1.0591	1.0195	1.0599	1.029	1.0283
HT1080 Fruquintinib 3	1	1.0339	1.0324	1.0469	1.0468	1.1204	1.0111	0.9948	1.0704	1.059	0.9852	0.9676
HT1080 GSK-3145095 1	1	1.1502	1.1442	1.1128	1.1169	1.0861	1.0924	1.0669	1.0451	1.0774	1.0853	1.088
HT1080 GSK-3145095 2	1	1.1048	1.1014	1.0841	1.0895	1.0508	1.0857	1.0922	1.0655	1.1087	1.0619	1.05
HT1080 Galunisertib 1	1	1.1243	1.0488		1.003	1.0819	1.0257	1.0481	1.01	1.0342	1.0516	0.9967
HT1080 Galunisertib 2	1	1.0277	1.0383	0.9227	1.0802	1.0304	0.9793	1.0	1.0558	1.0594	1.0438	0.994
HT1080 Galunisertib 3	1	1.0268	1.0337	0.9943	1.0471	0.996	1.0129	0.9909	1.0484	1.0244	1.007	1.0557
HT1080 Gefitinib 1	1	1.0831	1.1273	1.0873	1.0904	1.1061	1.0073	1.039	1.1059	1.116	1.0181	0.5547
HT1080 Gefitinib 2	1	1.0436	1.0954	1.0213	1.0564	1.0293	1.0058	1.0544	1.0855	0.995	1.0486	0.4608
HT1080 Gefitinib 3	1	1.0175	1.0793	1.0013	1.0704	1.0552	1.0856	1.0468	1.031	1.0468	1.0627	0.433
HT1080 Glasdegib 1	1	1.0903	1.0893	1.1133	1.066	1.1066	1.106	1.0826	1.0919	1.1003	1.0477	1.0489
HT1080 Glasdegib 2	1	1.0416	1.0935	1.1099	1.1205	1.0701	1.1174	1.1087	1.0824	1.0422	1.0593	0.9742
HT1080 Hydroxyfasudil 1	1	1.1251	1.1173	1.1371	1.091	1.1289	1.1035	1.0908	1.1295	1.1294	1.1334	1.0888
HT1080 Hydroxyfasudil 2	1	1.0847	1.0293	1.111	0.9755	1.0707	1.1028	1.1065	1.0645	1.1371	1.0647	1.1057
HT1080 Hydroxyfasudil 3	1	1.0805	1.1235	1.1341	1.1007	1.0934	1.09	1.1093	1.113	1.149	1.0947	1.1191
HT1080 Ibrutinib 1	1	1.0876	1.093	1.0981	1.043	1.092	1.04	1.0723	1.0465	1.0946	1.1238	1.1003
HT1080 Ibrutinib 2	1	1.0566	1.1095	1.0874	1.0618	1.0842	1.0268	1.0432	1.0699	1.1056	1.1275	1.1025
HT1080 Ibrutinib 3	1	1.0542	1.1304	1.1115	1.0405	1.1252	1.1277	1.0514	1.0969	1.1454	1.1633	1.0992
HT1080 Icotinib 1	1	1.111	1.1238	1.0953	1.1198	1.1796	1.1168	1.1354	1.0962	1.0792	1.0842	1.0556
HT1080 Icotinib 2	1	1.0642	1.1125	1.0712	1.0989	1.0654	1.0422	1.0781	1.1239	1.0647	1.0845	1.0416
HT1080 Icotinib 3	1	1.0514	1.0959	1.115	1.0761	1.0713	1.0868	1.0993	1.1104	1.0642	1.0636	1.0689
HT1080 Idelalisib 1	1	1.135	1.1302	1.0812	1.163	1.0909	1.1381	1.1346	1.1802	1.0766	1.084	1.0821
HT1080 Idelalisib 2	1	1.0795	1.0894	1.0783	1.1161	1.0912	1.0958	1.079	1.0902	1.0915	1.0861	1.1192
HT1080 Idelalisib 3	1	1.0784	1.0835	1.0499	1.0857	1.0919	1.114	1.0621	1.0925	1.0395	1.061	1.039
HT1080 Imatinib 1	1	1.1147	1.0245	1.0221	1.0431	1.0139	0.9961	0.9756	1.0072	1.0154	1.0115	0.6888
HT1080 Imatinib 2	1	1.0663	1.0157	0.9737	1.0302	0.9966	0.9655	1.0419	0.9894	0.959	0.8748	0.6121
HT1080 Imatinib 3	1	1.005	0.9671	0.9702	0.9826	1.0801	0.9999	1.0091	0.9067	0.9458	0.9399	0.6293
HT1080 Ipatasertib 1	1	1.1358	1.0641	1.1204	1.0256	1.087	1.021	1.0273	1.0675	1.0622	0.9623	1.0501
HT1080 Ipatasertib 2	1	1.1079	1.064	1.0755	1.0552	1.0401	1.0269	1.1233	1.0418	1.0487	0.9706	0.9271
HT1080 Ipatasertib 3	1	1.066	1.1179	1.0929	1.059	1.0957	1.0753	1.1597	1.0937	1.0554	1.0586	1.0041
HT1080 Itacitinib 1	1	1.0882	0.9906	1.0887	1.014	1.0208	0.9879	0.9944	1.013	1.0463	1.0748	0.9815
HT1080 Itacitinib 2	1	1.0188	0.9887	1.0102	0.9952	1.0711	0.9716	1.0238	1.0068	0.953	0.9989	1.0108
HT1080 Itacitinib 3	1	1.0135	1.0684	1.0242	1.0289	0.9876	1.0144	1.0678	0.9935	0.9787	0.9957	1.0073
HT1080 Ivosidenib 1	1	1.0285	1.0819	1.0692	1.0516	1.1067	1.0799	1.1261	1.1065	1.0911	1.0765	1.0617
HT1080 Ivosidenib 2	1	0.9456	1.0501	0.9929	1.051	1.0771	1.0599	1.1019	1.1046	1.1062	1.1066	1.0401
HT1080 K-252a 1	1	1.1138	1.0987	1.1033	1.0787	1.1403	1.1263	1.0224	1.1453	0.6673	0.1206	0.0159
HT1080 K-252a 2	1	1.083	1.0408	1.0573	1.0651	1.2043	1.0903	1.0747	1.1582	0.692	0.0619	0.0132
HT1080 K-252a 3	1	1.0754	1.1318	1.1138	1.1373	1.1362	1.1658	1.068	1.0792	0.6911	0.1323	0.0133
HT1080 KX2-391 1	1	1.0931	1.1106	1.0909	1.1168	1.0766	1.0378	0.1243	0.0571	0.0356	0.0304	0.0334
HT1080 KX2-391 2	1	1.06	1.0856	1.0976	1.1119	1.0511	1.0815	0.1135	0.0565	0.0469	0.0354	0.0375
HT1080 KX2-391 3	1	1.043	1.0976	1.1274	1.0569	1.057	1.0681	0.113	0.0559	0.0478	0.0341	0.0386
HT1080 Lapatinib 1	1	1.0882	1.0368	1.0295	1.1021	1.0697	1.0735	1.0715	1.0652	1.1667	1.0849	0.7567
HT1080 Lapatinib 2	1	1.0379	1.0397	1.019	0.9912	1.0834	0.9831	1.0185	1.0615	1.0306	1.1141	0.6267
HT1080 Lapatinib 3	1	0.9819	1.0282	1.0861	1.0476	1.0484	1.0509	1.022	1.0516	1.0891	1.0567	0.6377
HT1080 Larotrectinib 1	1	1.1095	1.0644	1.0589	1.0887	1.0248	1.0146	1.0553	1.1258	1.0092	1.0641	1.0505
HT1080 Larotrectinib 2	1	1.0881	1.012	1.079	1.0771	1.0929	1.0409	1.0823	1.0555	1.0638	1.0423	1.0195
HT1080 Larotrectinib 3	1	1.029	1.0796	1.0033	0.9892	1.0866	1.1252	1.0727	1.0746	1.0425	1.0872	1.0072
HT1080 Leniolisib 1	1	1.1011	1.0784	1.0947	1.1113	1.0459	1.0405	1.0438	1.0464	1.0027	1.08	0.9053
HT1080 Leniolisib 2	1	1.0919	1.0741	1.1115	1.1048	1.0761	1.0305	1.0866	1.026	1.0539	0.9967	0.9704
HT1080 Leniolisib 3	1	1.076	1.0779	1.0935	1.0663	1.0134	1.0419	1.0334	1.0406	1.0354	1.0557	0.944
HT1080 Lenvatinib 1	1	1.1003	1.0641	1.1236	1.1292	1.1208	1.0475	1.0816	1.1212	1.1498	1.1212	1.2022
HT1080 Lenvatinib 2	1	1.0513	1.0877	1.0218	0.9732	1.0218	1.0614	1.0132	1.0087	1.023	1.031	1.033
HT1080 Lenvatinib 3	1	1.0451	1.0423	1.0819	1.0482	1.0955	1.0748	1.0906	1.0779	1.0857	1.1057	1.1256
HT1080 Lestaurtinib 1	1	1.1252	1.1203	1.0826	1.1177	1.068	1.1356	0.8961	0.908	0.7001	0.1822	0.0239
HT1080 Lestaurtinib 2	1	1.1093	1.1124	1.0905	1.0963	1.082	1.0765	0.9094	0.8421	0.6909	0.1853	0.0204
HT1080 Lestaurtinib 3	1	1.0317	1.0954	1.1294	1.1336	1.1311	1.1432	0.9396	0.8824	0.6746	0.1861	0.0224
HT1080 Lifirafenib 1	1	1.0998	1.0601	1.0434	1.0699	1.1121	1.074	1.0831	1.0388	0.9993	0.9406	0.5232
HT1080 Lifirafenib 2	1	1.0744	1.0328	1.0488	1.0866	1.018	1.138	1.1032	1.1384	1.0735	0.9473	0.4579
HT1080 Linifanib 1	1	1.1036	1.1033	1.0586	1.0402	1.0814	1.0927	1.0465	1.0908	1.1045	1.0943	1.0704
HT1080 Linifanib 2	1	1.0825	1.0885	1.0546	1.0308	1.0414	1.0911	1.0567	1.0748	1.0434	1.0494	1.0425
HT1080 Linifanib 3	1	1.0593	1.052	1.085	1.0279	1.0671	1.0284	1.0417	1.0744	1.0784	1.1067	1.0455
HT1080 Linsitinib 1	1	1.0477	1.0656	1.0481	1.0472	1.021	1.0366	1.0473	1.0063	0.9724	0.9406	0.8674
HT1080 Linsitinib 2	1	1.0457	1.114	1.0424	1.0577	1.0043	1.0115	1.0472	0.9599	1.0084	0.9901	0.9
HT1080 Linsitinib 3	1	1.0384	1.1022	1.0442	1.0651	1.0932	1.0457	1.0073	0.9976	0.9227	0.9729	0.875
HT1080 Lorlatinib 1	1	1.1101	1.1142	1.1847	1.1388	1.0848	1.0162	1.091	1.0564	0.975	1.1067	1.0913
HT1080 Lorlatinib 2	1	1.0913	1.0484	1.0294	1.0694	1.0633	0.9715	1.0765	1.0668	1.1064	1.1367	1.0586
HT1080 Lorlatinib 3	1	1.0752	1.0777	1.0582	1.0839	1.0917	1.0902	1.0417	1.1382	1.0231	1.038	1.0089
HT1080 Losmapimod 1	1	1.1233	1.0989	1.1433	1.0877	1.0817	1.1462	1.176	1.1122	1.1367	1.1118	1.0873
HT1080 Losmapimod 2	1	1.122	1.0759	1.0995	1.1288	1.1066	1.1585	1.1528	1.1472	1.0915	1.0651	1.1085
HT1080 Losmapimod 3	1	1.0382	1.0918	1.1147	1.105	1.1147	1.143	1.1508	1.1214	1.1139	1.0821	1.1332
HT1080 Lucitanib 1	1	1.1026	1.1189	1.1537	1.0722	1.1173	1.1205	1.0956	1.1046	1.1187	1.0922	1.1292
HT1080 Lucitanib 2	1	1.0749	1.0803	1.0899	1.0512	1.0802	1.0506	1.0883	1.1016	1.08	1.1136	1.1239
HT1080 Lucitanib 3	1	1.0632	1.0776	1.0664	1.0821	1.0992	1.0973	1.1	1.0742	1.1187	1.1451	1.1573
HT1080 Masitinib 1	1	1.0464	1.0426	1.059	1.0981	1.0237	1.082	1.0186	1.048	0.9081	0.5889	0.1843
HT1080 Masitinib 2	1	1.0165	1.0858	1.0669	1.0437	1.0595	1.041	1.0125	0.9654	0.8683	0.6299	0.1634
HT1080 Masitinib 3	1	0.9877	1.0588	1.0547	1.1023	1.0549	1.0685	1.0707	1.0318	0.8946	0.7071	0.1833
HT1080 Midostaurin 1	1	1.0293	0.9721	1.0084	0.9591	0.9861	1.0066	0.9496	0.7364	0.3831	0.2929	0.286
HT1080 Midostaurin 2	1	1.0037	1.0544	1.0004	1.0323	1.0972	0.9368	0.9406	0.7517	0.4063	0.3235	0.2944
HT1080 Midostaurin 3	1	0.9836	0.971	1.0114	0.9658	1.0229	1.0189	0.9532	0.6607	0.4281	0.313	0.2824
HT1080 Momelotinib 1	1	1.0496	1.0717	1.0797	1.0386	1.0677	1.0771	1.1021	1.1318	1.1309	1.2547	1.2878
HT1080 Momelotinib 2	1	1.0355	1.0912	1.0641	1.0967	1.1026	1.1259	1.0959	1.1927	1.1919	1.2379	1.1502
HT1080 Momelotinib 3	1	0.9908	1.1299	1.0625	1.0564	1.0689	1.0689	1.1505	1.1958	1.215	1.256	1.1889
HT1080 Motesanib 1	1	1.061	0.995	1.0446	1.0356	1.0845	0.9701		0.9681	0.9856	0.9875	0.9675
HT1080 Motesanib 2	1	1.0263	0.9386	1.0142	1.044	1.0446	0.9843	1.0221	0.9799	1.0109	1.0046	0.9681
HT1080 Motesanib 3	1	0.9898	0.9916	1.0207	1.0006	1.002	1.0452	1.0171	0.992	1.0191	0.9961	0.9933
HT1080 Nemiralisib 1	1	1.0327	1.0372	1.0226	1.0325	1.0096	1.0088	1.0162	1.0247	1.0274	1.0006	0.875
HT1080 Nemiralisib 2	1	0.9693	1.0166	0.9945	1.021	1.0062	1.0248	1.0797	1.0723	1.1228	1.0479	0.8414
HT1080 Neratinib 1	1	1.0761	1.033	1.0376	1.0324	1.0458	1.0556	1.0966	1.0389	0.7571	0.5759	0.0073
HT1080 Neratinib 2	1	1.0394	1.0426	1.0221	1.0235	1.0504	1.1123	1.0714	0.9939	0.7254	0.5967	0.0058
HT1080 Neratinib 3	1	1.0264	1.0761	1.0257	1.0497	1.0441	1.0406	1.0597	0.9418	0.6963	0.6368	0.006
HT1080 Netarsudil 1	1	1.0528	1.0434	1.05	1.0296	1.0569	1.0307	1.0396	1.0738	1.0075	0.9956	0.011
HT1080 Netarsudil 2	1	1.0192	1.0132	1.0411	1.01	1.0093	1.0227	0.9964	0.9947	1.0588	1.0325	0.0122
HT1080 Netarsudil 3	1	1.0177	1.0007	1.0385	0.941	1.0163	0.9852	1.0512	1.0502	1.0365	1.0176	0.0122
HT1080 Nilotinib 1	1	1.0667	1.0192	0.9465	1.0285	1.0204	0.9969	1.0141	0.9818	1.0008	1.0124	0.858
HT1080 Nilotinib 2	1	1.0128	0.9591	0.9578	1.0232	1.0684	1.0298	1.1129	1.0384	1.0364	1.0364	0.9177
HT1080 Nilotinib 3	1	0.9677	1.0135	0.9881	0.9711	1.0393	0.9462	0.9754	0.993	0.9426	1.0024	0.8907
HT1080 Nintedanib 1	1	1.066	1.1082	1.0189	1.0641	1.0707	1.044	1.0254	1.0366	1.0898	1.069	0.0854
HT1080 Nintedanib 2	1	1.0412	1.0767	1.0826	1.088	1.0618	1.1162	1.0989	1.104	1.0676	1.0025	0.0766
HT1080 Nintedanib 3	1	1.0412	1.0673	1.0668	1.0372	1.073	1.0452	1.056	1.0262	1.0574	0.9542	0.09
HT1080 Niraparib 1	1	1.0879	1.0606	1.015	1.0337	1.0579	1.0313	1.0331	1.0176	1.1054	1.1126	1.0493
HT1080 Niraparib 2	1	1.056	1.0578	1.0344	1.0243	0.963	1.014	1.0433	1.0127	1.0582	1.0904	0.983
HT1080 Niraparib 3	1	1.0442	1.0237	0.9881	1.0619	0.9969	0.978	1.0466	1.0367	1.097	1.0621	1.0595
HT1080 Olmutinib 1	1	1.0748	1.0644	1.0498	1.0814	1.0996	1.0788	1.0605	1.0547	1.059	1.0397	0.3445
HT1080 Olmutinib 2	1	1.053	1.0765	1.0831	1.048	1.0421	1.0799	1.0762	1.0371	1.0442	1.0637	0.5256
HT1080 Olmutinib 3	1	1.0328	1.0928	1.0743	1.0739	1.002	1.0803	1.0807	1.0744	1.0287	0.9917	0.6071
HT1080 Orantinib 1	1	1.1373	1.1375	1.1621	1.1078	1.0976	1.1094	1.1368	1.1407	1.0754	0.9764	1.0019
HT1080 Orantinib 2	1	1.1153	1.0886	1.1515	1.132	1.1035	1.009	1.1093	1.069	1.0321	1.0263	0.9631
HT1080 Orantinib 3	1	1.0257	1.0752	1.0818	1.084	1.0507	1.0901	1.0704	1.063	1.0546	0.97	0.8747
HT1080 Osimertinib 1	1	1.128	1.1022	1.1007	1.0708	1.0711	1.0878	1.1117	1.0284	0.9802	0.9621	0.0362
HT1080 Osimertinib 2	1	1.0714	1.0914	1.0527	1.0485	1.0129	1.032	1.0303	1.0342	1.0187	0.9168	0.0277
HT1080 Osimertinib 3	1	1.0438	1.0789	1.0158	1.0484	1.0482	1.065	1.059	1.0137	0.9771	0.9272	0.0284
HT1080 Pacritinib 1	1	1.1184	1.0838	1.0947	1.1142	1.0655	1.0847	1.1044	1.1464	0.9702	0.1603	0.0951
HT1080 Pacritinib 2	1	1.0736	1.0905	1.1155	1.0406	1.1064	1.119	1.0577	1.0907	0.9192	0.1946	0.1069
HT1080 Pacritinib 3	1	1.0649	1.0241	1.0664	1.1016	1.0744	1.0543	1.0844	1.125	0.8855	0.1508	0.0998
HT1080 Palbociclib 1	1	1.1104	1.1328	1.1361	1.1471	1.175	1.1574	1.1423	1.2121	1.0731	0.9857	0.4562
HT1080 Palbociclib 2	1	1.0946	1.0421	1.1036	1.0499	1.1263	1.0886	1.1854	1.1593	1.0827	0.9645	0.4491
HT1080 Palbociclib 3	1	1.0625	1.1117	1.0843	1.0447	1.0829	1.1161	1.1576	1.0961	1.0281	0.9702	0.4142
HT1080 Pazopanib 1	1	1.052	1.064	1.0686	1.0694	1.0487	1.0948	1.0605	1.0292	1.0604	1.0902	1.0392
HT1080 Pazopanib 2	1	1.0249	1.0696	1.0089	1.0083	1.0376	1.0139	0.9866	1.0119	1.0204	1.0551	1.1034
HT1080 Pazopanib 3	1	1.0017	1.0586	1.0485	1.0622	1.0496	1.0378	1.0519	1.049	1.0544	1.077	1.0798
HT1080 Peficitinib 1	1	1.0628	1.0912	1.0659	1.037	1.0596	1.0733	1.0748	1.1389	1.249	1.3779	1.3027
HT1080 Peficitinib 2	1	1.0607	1.058	1.0659	1.0288	1.0331	1.0571	1.0551	1.1012	1.1616	1.3498	1.1971
HT1080 Peficitinib 3	1	1.0495	1.0078	1.0382	1.0161	1.0036	1.0503	1.0542	1.085	1.2347	1.3227	1.3845
HT1080 Pemigatinib 1	1	1.0687	1.0553	1.0383	1.0147	1.0287	1.0898	1.0472	1.0631	1.106	0.8837	0.8006
HT1080 Pemigatinib 2	1	1.03	1.1311	1.0844	1.1096	1.0426	1.1191	1.1383	1.0864	1.1017	0.8667	0.8135
HT1080 Perifosine 1	1	1.1266	1.0777	1.0989	1.0711	1.0572	1.029	1.0649	1.0631	1.0759	1.043	1.0716
HT1080 Perifosine 2	1	1.0779	1.0881	1.0375	1.0523	1.0683	1.0944	1.0158	1.0635	1.0131	1.0318	1.0356
HT1080 Pexidartinib 1	1	1.1739	1.1639	1.1172	1.0544	1.1158	1.093	1.0709	1.0878	1.0623	1.0602	1.0377
HT1080 Pexidartinib 2	1	1.1494	1.0905	1.1438	1.0274	1.1226	1.1293	1.0221	1.0411	1.0315	1.0584	1.0153
HT1080 Pexidartinib 3	1	1.1076	1.0969	1.0996	1.0588	1.0529	1.088	1.0793	1.11	1.0492	1.0763	1.0018
HT1080 Ponatinib 1	1	1.1661	1.1096	1.1287	1.1046	1.0315	1.0675	1.1888	0.9581	0.4686	0.0157	0.0034
HT1080 Ponatinib 2	1	1.1439	1.1723	1.0554	1.1696	1.0369	1.0403	1.1013	0.9324	0.4171	0.0135	0.004
HT1080 Ponatinib 3	1	1.1092	1.076	1.1334	1.0677	1.124	1.027	1.087	0.9748	0.4355	0.0151	0.0027
HT1080 Quizartinib 1	1	1.1247	1.1075	1.0943	1.0515	1.0811	1.0809	1.1315	1.1033	1.0236	0.9425	0.8417
HT1080 Quizartinib 2	1	1.124	1.0962	1.0885	1.0912	1.0828	1.0972	1.1175	1.1225	1.0905	0.9255	0.7599
HT1080 Quizartinib 3	1	1.1012	1.0753	1.0793	1.1084	1.057	1.1464	1.0658	1.0994	1.0129	0.853	0.8157
HT1080 Radotinib 1	1	1.1085	1.049	1.1074	1.0967	1.0925	1.0871	1.089	1.0914	1.0595	1.1307	1.0618
HT1080 Radotinib 2	1	1.0785	1.1182	1.1077	1.0621	1.0799	1.0412	1.067	1.1243	1.0095	1.1142	1.0861
HT1080 Radotinib 3	1	1.0239	1.0246	0.9959	1.042	1.0363	1.0441	1.0664	1.0416	1.0241	1.1052	1.0279
HT1080 Rapamycin 1	1	1.0694	0.9738	1.0366	1.0309	1.0738	1.0494	1.023	0.9609	0.9402	0.8754	0.7855
HT1080 Rapamycin 2	1	1.0259	1.0377	1.0449	0.9733	0.8893	0.9626	0.8924	0.9261	0.9105	0.8481	0.9751
HT1080 Rapamycin 3	1	1.0114	1.0733	0.9776	0.9055	0.9349	0.9035	0.8796	0.8631	0.864	0.8833	0.7937
HT1080 Regorafenib 1	1	1.1569	1.1352	1.0727	1.0928	1.1493	1.1511	1.0757	1.0943	1.0645	0.9782	0.6076
HT1080 Regorafenib 2	1	1.0961	1.1287	1.0933	1.1007	1.1046	1.1227	1.1066	1.0585	1.0365	0.9223	0.5355
HT1080 Regorafenib 3	1	1.0474	1.1206	1.0947	1.0767	1.099	1.0424	1.1136	1.0946	1.0563	0.9545	0.4832
HT1080 Ribociclib 1	1	1.1194	1.1546	1.0515	1.0911	0.9872	1.1121	1.1828	1.1201	1.1581	1.073	0.991
HT1080 Ribociclib 2	1	1.0815	1.0751	1.1129	1.1134	1.0911	1.0874	1.0554	1.1	1.1285	1.0883	0.9726
HT1080 Ribociclib 3	1	1.0487	1.1019	1.0775	1.0439	1.0657	1.0468	1.056	1.0584	1.0884	1.0949	0.9716
HT1080 Ridaforolimus 1	1	1.1126	1.0693	1.1371	1.0447	1.0408	0.9676	0.946	0.9949	0.9646	0.9579	0.9069
HT1080 Ridaforolimus 2	1	1.1111	1.104	1.1685	1.1045	1.0209	0.9801	1.0131	0.9877	0.9679	0.962	0.9337
HT1080 Ridaforolimus 3	1	1.0792	1.0691	1.0758	1.0773	1.0208	1.021	0.9899	1.0031	0.9691	0.9645	0.9624
HT1080 Rigosertib 1	1	1.1031	1.008	1.095	1.0832	1.0403	1.0347	1.0974	0.4296	0.1162	0.0648	0.0611
HT1080 Rigosertib 2	1	1.0759	1.0364	1.0699	1.0386	1.0338	1.07	1.0371	0.4006	0.0829	0.0606	0.053
HT1080 Rigosertib 3	1	1.0197	1.057	1.0543	1.0724	1.0701	1.1261	1.0495	0.4068	0.0958	0.0534	0.0483
HT1080 Roblitinib 1	1	1.0134	1.052	0.9623	1.001	0.9268	1.0684	0.9996	1.0967	0.9369	1.0308	0.9604
HT1080 Roblitinib 2	1	0.9883	1.0321	0.98	0.9936	0.9747	1.0124	1.1011	1.0497	0.9678	1.0279	1.0339
HT1080 Rociletinib 1	1	1.0928	1.0682	1.0702	1.0732	1.0607	1.0382	1.115	1.1155	1.0169	0.9735	0.4481
HT1080 Rociletinib 2	1	1.0644	1.0207	1.003	1.0176	0.9957	0.9882	1.0224	1.0532	1.0348	0.996	0.4458
HT1080 Rociletinib 3	1	1.0571	1.0857	1.0894	1.0825	1.0684	1.0762	1.04	1.1217	1.053	1.0218	0.4684
HT1080 Rogaratinib 1	1	1.1015	1.0931	1.0793	1.034	1.0472	1.0376	1.0552	1.0293	1.0768	1.0615	1.0941
HT1080 Rogaratinib 2	1	1.0828	1.0475	1.0362	1.0434	1.0639	1.0577	1.0274	1.0727	1.0869	1.1066	1.0416
HT1080 Rogaratinib 3	1	1.0563	1.1299	1.0873	1.0379	1.0377	1.0711	1.0584	1.1091	1.0891	1.0982	1.0366
HT1080 Ruboxistaurin 1	1	1.1119	1.1104	1.0344	1.0393	1.024	1.0679	1.0508	1.0509	1.0871	1.1048	0.8571
HT1080 Ruboxistaurin 2	1	1.0497	1.0867	1.0314	1.0672	1.0724	1.059	1.0682	0.9927	1.0557	1.1077	0.9258
HT1080 Ruboxistaurin 3	1	1.0321	1.1135	1.0916	1.0189	1.04	1.0446	1.1254	1.0521	1.0832	1.1481	0.9289
HT1080 Ruxolitinib 1	1	1.0636	1.0248	1.0858	1.1265	1.0983	1.0432	1.0835	1.0506	1.0604	1.0095	1.0698
HT1080 Ruxolitinib 2	1	1.0108	1.0332	1.0676	1.0009	1.0048	1.0426	1.0344	0.9961	1.0368	1.0435	1.0699
HT1080 Ruxolitinib 3	1		1.0445	1.0629	1.0179	1.076	1.0132	1.0379	1.0737	1.019	1.0786	0.9193
HT1080 Saracatinib 1	1	1.0897	1.0267	1.0223	0.9856	1.027	1.0347	1.0547	1.0132	1.0059	0.9792	0.8505
HT1080 Saracatinib 2	1	1.0724	1.0502	1.0641	1.0442	1.0239	1.02	1.0521	1.0629	1.0433	0.9535	0.8516
HT1080 Saracatinib 3	1	0.9838	1.0488	1.0716	1.001	1.0138	0.9957	1.0511	1.0356	0.9742	0.923	0.8752
HT1080 Selinexor 1	1	1.1608	1.1702	1.1625	1.1428	1.0776	1.0909	0.835	0.3855	0.329	0.2683	0.2304
HT1080 Selinexor 2	1	1.0604	1.1146	1.1058	1.0763	1.087	1.0848	0.7926	0.3653	0.3311	0.2695	0.2277
HT1080 Selonsertib 1	1	1.033	1.0152	1.0374	1.0542	1.0316	1.0558	1.0506	1.0627	1.0894	1.1047	1.0873
HT1080 Selonsertib 2	1	1.0096	1.0609	1.0237	1.0311	1.0735	1.0665	1.0425	1.0334	1.0903	1.076	1.0789
HT1080 Selonsertib 3	1	0.9943	1.0478	1.0655	1.027	1.0531	0.9895	1.0244	0.994	1.0571	1.082	1.0766
HT1080 Selumetinib 1	1	0.9801	0.9154	0.9715	0.9732	0.9705	0.8714	0.802	0.675	0.6078	0.5079	0.4485
HT1080 Selumetinib 2	1	0.9566	0.9496	0.9515	0.9783	0.9434	0.8882	0.7931	0.6866	0.6161	0.4626	0.4637
HT1080 Selumetinib 3	1	0.9439	1.0455	0.998	0.9881	0.8683	0.8059	0.8204	0.6764	0.583	0.5036	0.4736
HT1080 Semaxanib 1	1	0.9693	0.9324	0.9647	0.9462	0.9305	1.0023	0.8269	0.9387	0.9065	0.9747	0.8523
HT1080 Semaxanib 2	1	0.9319	0.9526	0.9355	0.962	0.9025	0.92	0.9404	0.92	0.9516	0.9367	0.9629
HT1080 Semaxanib 3	1	0.8688	1.0055	0.9196	0.9263	0.945	0.9143	0.9106	0.9036	0.9272	0.9067	0.8493
HT1080 Sorafenib 1	1	1.1097	1.102	1.1268	1.0928	1.0937	1.0716	1.0675	1.0821	1.1111	0.9443	0.0958
HT1080 Sorafenib 2	1	1.0706	1.108	1.0955	1.0918	1.1065	1.1252	1.1338	1.2	1.1044	0.9657	0.0915
HT1080 Sorafenib 3	1	0.9932	0.9819	1.0748	1.0638	1.0198	1.0208	1.0432	1.0671	1.0897	0.9103	0.0923
HT1080 Sulfatinib 1	1	1.027	0.9834	0.9219	1.0398	1.0301	1.0839	1.0042	1.042	1.0226	1.047	0.8888
HT1080 Sulfatinib 2	1	1.0243	0.939	1.0219	0.9609	0.9939	0.9999	0.9724	1.0424	0.9829	1.0295	0.8428
HT1080 Sulfatinib 3	1	1.0173	1.0263	1.0483	1.0877	1.0771	1.0172	1.0487	1.0468	0.9016	1.0637	0.9035
HT1080 Sunitinib 1	1	1.1613	1.0616	1.0703	1.0353	1.0958	1.0611	1.0752	1.1033	1.0477	0.1019	0.0025
HT1080 Sunitinib 2	1	1.1591	1.0496	1.101	1.087	1.1025	1.1244	1.1273	1.1723	1.1305	0.1288	0.0026
HT1080 Sunitinib 3	1	1.0767	1.0426	1.131	1.0485	1.0556	1.0275	1.113	1.1466	1.0039	0.1068	0.0029
HT1080 Talazoparib 1	1	1.0973	1.063	1.0872	1.0336	1.0124	0.9633	0.8454	0.8151	0.646	0.5995	0.5701
HT1080 Talazoparib 2	1	1.0194	1.042	1.0196	1.0412	0.9939	0.9467	0.854	0.7786	0.6778	0.5543	0.537
HT1080 Taselisib 1	1	1.0256	1.0095	1.0251	1.0233	1.0195	1.0356	1.0343	1.0563	1.0719	1.0138	0.7374
HT1080 Taselisib 2	1	1.0167	1.0014	0.9986	0.9766	1.0156	1.0323	1.0262	1.0272	0.9678	0.9928	0.7354
HT1080 Taselisib 3	1	1.0052	1.0342	1.0241	1.0879	1.0361	1.006	1.0399	1.0249	1.0132	1.0139	0.7412
HT1080 Tazemetostat 1	1	1.1077	1.0958	1.0783	1.1189	1.0858	1.1096	1.0769	1.1417	1.0639	1.0471	1.0467
HT1080 Tazemetostat 2	1	1.0629	1.1035	1.0817	1.0709	1.0836	1.04	1.0963	1.0612	1.0772	1.1198	0.9809
